id,字形,攝,聲調,韻目,字母,開合,等第,清濁,上字,下字,又音,又切
21046,掉,江,入,覺,娘,開,二,次濁,女,角,,杖弔/徒了
21047,,江,入,覺,娘,開,二,次濁,女,角,,
21048,,江,入,覺,娘,開,二,次濁,女,角,,
21049,,江,入,覺,娘,開,二,次濁,女,角,,內沃
21050,,江,入,覺,娘,開,二,次濁,女,角,,
21051,逴,江,入,覺,徹,開,二,次清,敕,角,,丑略
21052,趠,江,入,覺,徹,開,二,次清,敕,角,,丑教
21053,,江,入,覺,徹,開,二,次清,敕,角,,竹角
21054,踔,江,入,覺,徹,開,二,次清,敕,角,,丑教
21055,,江,入,覺,徹,開,二,次清,敕,角,,直角
21056,擉,江,入,覺,徹,開,二,次清,敕,角,踔,測角
21057,犖,江,入,覺,來,開,二,次濁,呂,角,,
21058,,江,入,覺,來,開,二,次濁,呂,角,,
21059,,江,入,覺,來,開,二,次濁,呂,角,,
21060,學,江,入,覺,匣,開,二,全濁,胡,覺,,
21061,确,江,入,覺,匣,開,二,全濁,胡,覺,,
21062,嶨,江,入,覺,匣,開,二,全濁,胡,覺,㱿,
21063,,江,入,覺,匣,開,二,全濁,胡,覺,,
21064,鷽,江,入,覺,匣,開,二,全濁,胡,覺,,於角
21065,澩,江,入,覺,匣,開,二,全濁,胡,覺,,下巧/士角
21066,觷,江,入,覺,匣,開,二,全濁,胡,覺,,烏酷/五角
21067,,江,入,覺,匣,開,二,全濁,胡,覺,,胡沃
21068,翯,江,入,覺,匣,開,二,全濁,胡,覺,,胡沃/許角
21069,,江,入,覺,曉,開,二,次清,許,角,,
21070,,江,入,覺,曉,開,二,次清,許,角,,呼漏
21071,,江,入,覺,曉,開,二,次清,許,角,,
21072,翯,江,入,覺,曉,開,二,次清,許,角,,胡沃/胡覺
21073,嗀,江,入,覺,曉,開,二,次清,許,角,,
21074,,江,入,覺,曉,開,二,次清,許,角,,
21075,謞,江,入,覺,曉,開,二,次清,許,角,,呵各
21076,,江,入,覺,曉,開,二,次清,許,角,,
21077,,江,入,覺,曉,開,二,次清,許,角,,
21078,滈,江,入,覺,曉,開,二,次清,許,角,,胡老
21079,娖,江,入,覺,初,開,二,次清,測,角,,
21080,,江,入,覺,初,開,二,次清,測,角,,
21081,,江,入,覺,初,開,二,次清,測,角,,初六
21082,娕,江,入,覺,初,開,二,次清,測,角,,
21083,擉,江,入,覺,初,開,二,次清,測,角,踔,
21084,齱,江,入,覺,初,開,二,次清,測,角,,側鳩
21085,,江,入,覺,初,開,二,次清,測,角,,蒲角
21086,齪,江,入,覺,初,開,二,次清,測,角,,
21087,質,臻,入,質,章,開,三,全清,之,日,致,
21088,晊,臻,入,質,章,開,三,全清,之,日,,
21089,郅,臻,入,質,章,開,三,全清,之,日,,
21090,桎,臻,入,質,章,開,三,全清,之,日,,
21091,櫍,臻,入,質,章,開,三,全清,之,日,,
21092,蛭,臻,入,質,章,開,三,全清,之,日,,丁結/丁悉
21093,騭,臻,入,質,章,開,三,全清,之,日,,
21094,,臻,入,質,章,開,三,全清,之,日,,
21095,銍,臻,入,質,章,開,三,全清,之,日,,陟栗
21096,,臻,入,質,章,開,三,全清,之,日,,
21097,鑕,臻,入,質,章,開,三,全清,之,日,,
21098,,臻,入,質,章,開,三,全清,之,日,,
21099,懫,臻,入,質,章,開,三,全清,之,日,,陟利
21100,礩,臻,入,質,章,開,三,全清,之,日,,之利
21101,侄,臻,入,質,章,開,三,全清,之,日,,
21102,日,臻,入,質,日,開,三,次濁,人,質,,
21103,馹,臻,入,質,日,開,三,次濁,人,質,,
21104,衵,臻,入,質,日,開,三,次濁,人,質,,女乙
21105,,臻,入,質,日,開,三,次濁,人,質,,
21106,臸,臻,入,質,日,開,三,次濁,人,質,,止而
21107,實,臻,入,質,禪,開,三,全濁,神,質,,
21108,秩,臻,入,質,澄,開,三,全濁,直,一,,
21109,紩,臻,入,質,澄,開,三,全濁,直,一,,
21110,帙,臻,入,質,澄,開,三,全濁,直,一,,
21111,,臻,入,質,澄,開,三,全濁,直,一,,
21112,柣,臻,入,質,澄,開,三,全濁,直,一,,千結/徒結
21113,翐,臻,入,質,澄,開,三,全濁,直,一,,
21114,姪,臻,入,質,澄,開,三,全濁,直,一,迭,
21115,,臻,入,質,澄,開,三,全濁,直,一,,
21116,,臻,入,質,澄,開,三,全濁,直,一,,
21117,,臻,入,質,澄,開,三,全濁,直,一,,
21118,,臻,入,質,澄,開,三,全濁,直,一,,
21119,,臻,入,質,澄,開,三,全濁,直,一,,
21120,悉,臻,入,質,心,開,三,全清,息,七,,
21121,,臻,入,質,心,開,三,全清,息,七,,
21122,膝,臻,入,質,心,開,三,全清,息,七,,
21123,蟋,臻,入,質,心,開,三,全清,息,七,,所櫛
21124,,臻,入,質,心,開,三,全清,息,七,,
21125,,臻,入,質,心,開,三,全清,息,七,,
21126,,臻,入,質,心,開,三,全清,息,七,,私列
21127,僁,臻,入,質,心,開,三,全清,息,七,,先結
21128,窸,臻,入,質,心,開,三,全清,息,七,,
21129,一,臻,入,質,影,開,三,全清,於,悉,,
21130,,臻,入,質,影,開,三,全清,於,悉,,
21131,壹,臻,入,質,影,開,三,全清,於,悉,,
21132,七,臻,入,質,清,開,三,次清,親,吉,,
21133,漆,臻,入,質,清,開,三,次清,親,吉,,
21134,柒,臻,入,質,清,開,三,次清,親,吉,,
21135,,臻,入,質,清,開,三,次清,親,吉,,
21136,,臻,入,質,清,開,三,次清,親,吉,,
21137,桼,臻,入,質,清,開,三,次清,親,吉,,
21138,,臻,入,質,清,開,三,次清,親,吉,,
21139,,臻,入,質,清,開,三,次清,親,吉,,
21140,,臻,入,質,清,開,三,次清,親,吉,,
21141,,臻,入,質,清,開,三,次清,親,吉,,
21142,匹,臻,入,質,滂,開,三,次清,譬,吉,,
21143,鵯,臻,入,質,滂,開,三,次清,譬,吉,,府移
21144,,臻,入,質,滂,開,三,次清,譬,吉,,
21145,,臻,入,質,滂,開,三,次清,譬,吉,,
21146,吉,臻,入,質,見,開,三,全清,居,質,,
21147,趌,臻,入,質,見,開,三,全清,居,質,,去吉/居列/巨乙
21148,狤,臻,入,質,見,開,三,全清,居,質,,巨乙/古屑
21149,拮,臻,入,質,見,開,三,全清,居,質,結,
21150,,臻,入,質,見,開,三,全清,居,質,,昨結/慈呂
21151,,臻,入,質,見,開,三,全清,居,質,,
21152,洁,臻,入,質,見,開,三,全清,居,質,,
21153,,臻,入,質,見,開,三,全清,居,質,,
21154,暱,臻,入,質,娘,開,三,次濁,尼,質,,
21155,昵,臻,入,質,娘,開,三,次濁,尼,質,,
21156,衵,臻,入,質,娘,開,三,次濁,尼,質,,人質
21157,,臻,入,質,娘,開,三,次濁,尼,質,,
21158,,臻,入,質,娘,開,三,次濁,尼,質,,
21159,,臻,入,質,娘,開,三,次濁,尼,質,,
21160,,臻,入,質,娘,開,三,次濁,尼,質,,女力
21161,逸,臻,入,質,以,開,三,次濁,夷,質,,
21162,佚,臻,入,質,以,開,三,次濁,夷,質,,
21163,佾,臻,入,質,以,開,三,次濁,夷,質,,
21164,溢,臻,入,質,以,開,三,次濁,夷,質,,
21165,軼,臻,入,質,以,開,三,次濁,夷,質,,同結
21166,鎰,臻,入,質,以,開,三,次濁,夷,質,,
21167,泆,臻,入,質,以,開,三,次濁,夷,質,,徒結
21168,齸,臻,入,質,以,開,三,次濁,夷,質,,伊昔
21169,劮,臻,入,質,以,開,三,次濁,夷,質,,
21170,欥,臻,入,質,以,開,三,次濁,夷,質,,
21171,,臻,入,質,以,開,三,次濁,夷,質,,徒結
21172,,臻,入,質,以,開,三,次濁,夷,質,,徒結
21173,詰,臻,入,質,溪,開,三,次清,去,吉,,
21174,蛣,臻,入,質,溪,開,三,次清,去,吉,,
21175,,臻,入,質,溪,開,三,次清,去,吉,,
21176,趌,臻,入,質,溪,開,三,次清,去,吉,吉,巨乙/居列
21177,欯,臻,入,質,曉,開,三,次清,許,吉,,
21178,,臻,入,質,曉,開,三,次清,許,吉,,丑律
21179,咭,臻,入,質,曉,開,三,次清,許,吉,,恪八/巨吉
21180,恄,臻,入,質,曉,開,三,次清,許,吉,,
21181,,臻,入,質,曉,開,三,次清,許,吉,,
21182,抶,臻,入,質,徹,開,三,次清,丑,栗,,
21183,咥,臻,入,質,徹,開,三,次清,丑,栗,,徒結/虛器/丁結
21184,眣,臻,入,質,徹,開,三,次清,丑,栗,,莫結/陟鎋
21185,跮,臻,入,質,徹,開,三,次清,丑,栗,,丑利
21186,栗,臻,入,質,來,開,三,次濁,力,質,,
21187,,臻,入,質,來,開,三,次濁,力,質,,
21188,,臻,入,質,來,開,三,次濁,力,質,,
21189,慄,臻,入,質,來,開,三,次濁,力,質,,
21190,溧,臻,入,質,來,開,三,次濁,力,質,,
21191,,臻,入,質,來,開,三,次濁,力,質,,力至
21192,,臻,入,質,來,開,三,次濁,力,質,,
21193,鷅,臻,入,質,來,開,三,次濁,力,質,,
21194,,臻,入,質,來,開,三,次濁,力,質,,
21195,篥,臻,入,質,來,開,三,次濁,力,質,,
21196,麜,臻,入,質,來,開,三,次濁,力,質,,
21197,,臻,入,質,來,開,三,次濁,力,質,,
21198,瑮,臻,入,質,來,開,三,次濁,力,質,,
21199,,臻,入,質,來,開,三,次濁,力,質,,
21200,塛,臻,入,質,來,開,三,次濁,力,質,,
21201,搮,臻,入,質,來,開,三,次濁,力,質,,
21202,,臻,入,質,來,開,三,次濁,力,質,,
21203,,臻,入,質,來,開,三,次濁,力,質,,
21204,,臻,入,質,來,開,三,次濁,力,質,,
21205,窒,臻,入,質,知,開,三,全清,陟,栗,,丁結
21206,挃,臻,入,質,知,開,三,全清,陟,栗,,
21207,庢,臻,入,質,知,開,三,全清,陟,栗,,
21208,銍,臻,入,質,知,開,三,全清,陟,栗,,之日
21209,秷,臻,入,質,知,開,三,全清,陟,栗,,
21210,,臻,入,質,知,開,三,全清,陟,栗,,
21211,,臻,入,質,知,開,三,全清,陟,栗,,
21212,,臻,入,質,知,開,三,全清,陟,栗,,丁結
21213,,臻,入,質,知,開,三,全清,陟,栗,,徒結
21214,,臻,入,質,知,開,三,全清,陟,栗,,
21215,螲,臻,入,質,知,開,三,全清,陟,栗,,
21216,,臻,入,質,知,開,三,全清,陟,栗,,
21217,疾,臻,入,質,從,開,三,全濁,秦,悉,,
21218,,臻,入,質,從,開,三,全濁,秦,悉,,
21219,嫉,臻,入,質,從,開,三,全濁,秦,悉,,疾二
21220,蒺,臻,入,質,從,開,三,全濁,秦,悉,,
21221,,臻,入,質,從,開,三,全濁,秦,悉,,
21222,,臻,入,質,從,開,三,全濁,秦,悉,,
21223,揤,臻,入,質,從,開,三,全濁,秦,悉,,子力
21224,,臻,入,質,從,開,三,全濁,秦,悉,,
21225,槉,臻,入,質,從,開,三,全濁,秦,悉,,
21226,,臻,入,質,從,開,三,全濁,秦,悉,,
21227,,臻,入,質,從,開,三,全濁,秦,悉,,
21228,,臻,入,質,初,開,三,次清,初,栗,,初紀
21229,,臻,入,質,初,開,三,次清,初,栗,,所律
21230,,臻,入,質,初,開,三,次清,初,栗,,昨沒
21231,,臻,入,質,初,開,三,次清,初,栗,,丑飢/丑利
21232,失,臻,入,質,書,開,三,全清,式,質,,
21233,室,臻,入,質,書,開,三,全清,式,質,,
21234,,臻,入,質,書,開,三,全清,式,質,,
21235,堲,臻,入,質,精,開,三,全清,資,悉,,子力/疾脂/秦力
21236,,臻,入,質,精,開,三,全清,資,悉,,
21237,唧,臻,入,質,精,開,三,全清,資,悉,,子力
21238,,臻,入,質,精,開,三,全清,資,悉,,
21239,,臻,入,質,精,開,三,全清,資,悉,,姊列
21240,,臻,入,質,精,開,三,全清,資,悉,,
21241,蝍,臻,入,質,精,開,三,全清,資,悉,即,子結
21242,楖,臻,入,質,精,開,三,全清,資,悉,,阻瑟
21243,蜜,臻,入,質,明,開,三,次濁,彌,畢,,
21244,,臻,入,質,明,開,三,次濁,彌,畢,,
21245,謐,臻,入,質,明,開,三,次濁,彌,畢,,辛聿
21246,,臻,入,質,明,開,三,次濁,彌,畢,,毗必
21247,榓,臻,入,質,明,開,三,次濁,彌,畢,,
21248,,臻,入,質,明,開,三,次濁,彌,畢,,
21249,宓,臻,入,質,明,開,三,次濁,彌,畢,,美畢
21250,,臻,入,質,明,開,三,次濁,彌,畢,,
21251,,臻,入,質,明,開,三,次濁,彌,畢,,美畢
21252,必,臻,入,質,幫,開,三,全清,卑,吉,,
21253,畢,臻,入,質,幫,開,三,全清,卑,吉,,
21254,篳,臻,入,質,幫,開,三,全清,卑,吉,,
21255,蓽,臻,入,質,幫,開,三,全清,卑,吉,,
21256,,臻,入,質,幫,開,三,全清,卑,吉,,
21257,,臻,入,質,幫,開,三,全清,卑,吉,,
21258,,臻,入,質,幫,開,三,全清,卑,吉,,
21259,蹕,臻,入,質,幫,開,三,全清,卑,吉,,
21260,滭,臻,入,質,幫,開,三,全清,卑,吉,,
21261,,臻,入,質,幫,開,三,全清,卑,吉,,
21262,鷝,臻,入,質,幫,開,三,全清,卑,吉,,
21263,觱,臻,入,質,幫,開,三,全清,卑,吉,,王勿
21264,珌,臻,入,質,幫,開,三,全清,卑,吉,,
21265,,臻,入,質,幫,開,三,全清,卑,吉,,
21266,熚,臻,入,質,幫,開,三,全清,卑,吉,,
21267,,臻,入,質,幫,開,三,全清,卑,吉,,
21268,彃,臻,入,質,幫,開,三,全清,卑,吉,,
21269,,臻,入,質,幫,開,三,全清,卑,吉,,
21270,縪,臻,入,質,幫,開,三,全清,卑,吉,,
21271,鮅,臻,入,質,幫,開,三,全清,卑,吉,,毗必
21272,,臻,入,質,幫,開,三,全清,卑,吉,,
21273,鏎,臻,入,質,幫,開,三,全清,卑,吉,,
21274,,臻,入,質,幫,開,三,全清,卑,吉,,方干/北潘
21275,,臻,入,質,幫,開,三,全清,卑,吉,,
21276,,臻,入,質,幫,開,三,全清,卑,吉,,
21277,,臻,入,質,幫,開,三,全清,卑,吉,,
21278,罼,臻,入,質,幫,開,三,全清,卑,吉,,
21279,姞,臻,入,質,羣,開,三,全濁,巨,乙,,
21280,佶,臻,入,質,羣,開,三,全濁,巨,乙,,
21281,鮚,臻,入,質,羣,開,三,全濁,巨,乙,,
21282,趌,臻,入,質,羣,開,三,全濁,巨,乙,,去吉/居列/居質
21283,狤,臻,入,質,羣,開,三,全濁,巨,乙,,居質/古屑
21284,咭,臻,入,質,羣,開,三,全濁,巨,吉,,巨吉/恪八/許吉
21285,邲,臻,入,質,並,開,三,全濁,毗,必,,房密
21286,比,臻,入,質,並,開,三,全濁,毗,必,鼻/毗/妣,必至
21287,柲,臻,入,質,並,開,三,全濁,毗,必,,蒲結/鄙密/兵媚
21288,馝,臻,入,質,並,開,三,全濁,毗,必,,蒲結
21289,苾,臻,入,質,並,開,三,全濁,毗,必,,蒲結
21290,,臻,入,質,並,開,三,全濁,毗,必,,
21291,佖,臻,入,質,並,開,三,全濁,毗,必,,房密
21292,,臻,入,質,並,開,三,全濁,毗,必,,蒲猛/蒲迥
21293,駜,臻,入,質,並,開,三,全濁,毗,必,,房密
21294,坒,臻,入,質,並,開,三,全濁,毗,必,,毗至
21295,飶,臻,入,質,並,開,三,全濁,毗,必,,蒲結
21296,綼,臻,入,質,並,開,三,全濁,毗,必,,必覓
21297,鮅,臻,入,質,並,開,三,全濁,毗,必,,卑吉
21298,怭,臻,入,質,並,開,三,全濁,毗,必,,
21299,泌,臻,入,質,並,開,三,全濁,毗,必,,必媚/鄙密
21300,,臻,入,質,並,開,三,全濁,毗,必,,彌畢
21301,,臻,入,質,並,開,三,全濁,毗,必,,
21302,,臻,入,質,並,開,三,全濁,毗,必,,匹婢
21303,,臻,入,質,並,開,三,全濁,毗,必,,
21304,咇,臻,入,質,並,開,三,全濁,毗,必,,蒲結/鄙密
21305,妼,臻,入,質,並,開,三,全濁,毗,必,,
21306,,臻,入,質,云,開,三,次濁,于,筆,,
21307,,臻,入,質,云,開,三,次濁,于,筆,,
21308,汩,臻,入,質,云,開,三,次濁,于,筆,,
21309,,臻,入,質,云,開,三,次濁,于,筆,,
21310,,臻,入,質,云,開,三,次濁,于,筆,,王勿
21311,率,臻,入,質 （術 ）,生,合,三,全清,所,律,,所類
21312,帥,臻,入,質 （術 ）,生,合,三,全清,所,律,,所類
21313,蟀,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21314,,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21315,,臻,入,質 （術 ）,生,合,三,全清,所,律,,初栗
21316,,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21317,,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21318,咰,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21319,,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21320,,臻,入,質 （術 ）,生,合,三,全清,所,律,,
21321,叱,臻,入,質,昌,開,三,次清,昌,栗,,
21322,,臻,入,質,崇,開,三,全濁,仕,叱,,崱瑟
21323,密,臻,入,質,明,開,三,次濁,美,筆,,
21324,,臻,入,質,明,開,三,次濁,美,筆,,
21325,蔤,臻,入,質,明,開,三,次濁,美,筆,,
21326,宓,臻,入,質,明,開,三,次濁,美,筆,謐,
21327,滵,臻,入,質,明,開,三,次濁,美,筆,,
21328,沕,臻,入,質,明,開,三,次濁,美,筆,,文弗
21329,,臻,入,質,明,開,三,次濁,美,筆,,
21330,,臻,入,質,明,開,三,次濁,美,筆,,
21331,,臻,入,質,明,開,三,次濁,美,筆,,
21332,,臻,入,質,明,開,三,次濁,美,筆,,彌畢
21333,弼,臻,入,質,並,開,三,全濁,房,密,,
21334,,臻,入,質,並,開,三,全濁,房,密,,
21335,,臻,入,質,並,開,三,全濁,房,密,,
21336,,臻,入,質,並,開,三,全濁,房,密,,
21337,,臻,入,質,並,開,三,全濁,房,密,,蒲沒
21338,,臻,入,質,並,開,三,全濁,房,密,,
21339,駜,臻,入,質,並,開,三,全濁,房,密,,毗必
21340,胇,臻,入,質,並,開,三,全濁,房,密,,
21341,邲,臻,入,質,並,開,三,全濁,房,密,,毗必
21342,佖,臻,入,質,並,開,三,全濁,房,密,,毗必
21343,乙,臻,入,質,影,開,三,全清,於,筆,,
21344,鳦,臻,入,質,影,開,三,全清,於,筆,,烏鎋
21345,亄,臻,入,質,影,開,三,全清,於,筆,,乙冀
21346,,臻,入,質,疑,開,三,次濁,魚,乙,,女涉
21347,,臻,入,質,疑,開,三,次濁,魚,乙,,丁滑/吐猥/五滑
21348,,臻,入,質,疑,開,三,次濁,魚,乙,,私列
21349,,臻,入,質,疑,開,三,次濁,魚,乙,,良薛
21350,圪,臻,入,質,疑,開,三,次濁,魚,乙,,魚迄
21351,,臻,入,質,疑,開,三,次濁,魚,乙,,
21352,,臻,入,質,疑,開,三,次濁,魚,乙,,
21353,筆,臻,入,質,幫,開,三,全清,鄙,密,,
21354,潷,臻,入,質,幫,開,三,全清,鄙,密,,
21355,鉍,臻,入,質,幫,開,三,全清,鄙,密,,兵媚
21356,柲,臻,入,質,幫,開,三,全清,鄙,密,,兵媚/蒲結/毗必
21357,泌,臻,入,質,幫,開,三,全清,鄙,密,,毗必/兵媚
21358,,臻,入,質,幫,開,三,全清,鄙,密,,
21359,咇,臻,入,質,幫,開,三,全清,鄙,密,,毗必/蒲結
21360,,臻,入,質,幫,開,三,全清,鄙,密,,
21361,,臻,入,質,幫,開,三,全清,鄙,密,,
21362,茁,臻,入,質,知,開,三,全清,徵,筆,,鄒律/鄒滑/莊月
21363,肸,臻,入,質,曉,開,三,次清,羲,乙,,許訖
21364,暨,臻,入,質,見,開,三,全清,居,乙,既/臮,居乞
21365,蛭,臻,入,質,知,開,三,全清,丁,悉,,丁結/之日
21366,獝,臻,入,質 （術 ）,曉,開（合）,三,次清,況,必,,
21367,術,臻,入,術,船,合,三,全濁,食,聿,,
21368,述,臻,入,術,船,合,三,全濁,食,聿,,
21369,秫,臻,入,術,船,合,三,全濁,食,聿,,
21370,朮,臻,入,術,船,合,三,全濁,食,聿,,直律
21371,沭,臻,入,術,船,合,三,全濁,食,聿,,
21372,噊,臻,入,術,船,合,三,全濁,食,聿,聿,
21373,袕,臻,入,術,船,合,三,全濁,食,聿,,胡決
21374,潏,臻,入,術,船,合,三,全濁,食,聿,譎/聿,
21375,鱊,臻,入,術,船,合,三,全濁,食,聿,聿,古滑
21376,驈,臻,入,術,船,合,三,全濁,食,聿,聿,
21377,,臻,入,術,船,合,三,全濁,食,聿,聿,
21378,橘,臻,入,術,見,合,三,全清,居,聿,,
21379,,臻,入,術,見,合,三,全清,居,聿,,武板
21380,繘,臻,入,術,見,合,三,全清,居,聿,,餘律
21381,,臻,入,術,見,合,三,全清,居,聿,,許縣/香兗/許穢
21382,,臻,入,術,見,合,三,全清,居,聿,,
21383,,臻,入,術,見,合,三,全清,居,聿,,
21384,,臻,入,術,見,合,三,全清,居,聿,,
21385,,臻,入,術,見,合,三,全清,居,聿,,
21386,崒,臻,入,術,從,合,三,全濁,慈,䘏,,
21387,踤,臻,入,術,從,合,三,全濁,慈,䘏,,
21388,誶,臻,入,術,從,合,三,全濁,慈,䘏,,蘇內/雖遂
21389,捽,臻,入,術,從,合,三,全濁,慈,䘏,,昨沒
21390,聿,臻,入,術,以,合,三,次濁,餘,律,,
21391,,臻,入,術,以,合,三,次濁,餘,律,,
21392,燏,臻,入,術,以,合,三,次濁,餘,律,,
21393,遹,臻,入,術,以,合,三,次濁,餘,律,,
21394,鷸,臻,入,術,以,合,三,次濁,餘,律,,
21395,驈,臻,入,術,以,合,三,次濁,餘,律,述,
21396,繘,臻,入,術,以,合,三,次濁,餘,律,橘,
21397,,臻,入,術,以,合,三,次濁,餘,律,,
21398,潏,臻,入,術,以,合,三,次濁,餘,律,,食聿/古穴
21399,矞,臻,入,術,以,合,三,次濁,餘,律,,
21400,,臻,入,術,以,合,三,次濁,餘,律,,
21401,,臻,入,術,以,合,三,次濁,餘,律,,食聿
21402,,臻,入,術,以,合,三,次濁,餘,律,,
21403,芛,臻,入,術,以,合,三,次濁,餘,律,,羊捶
21404,欥,臻,入,術,以,合,三,次濁,餘,律,,
21405,鱊,臻,入,術,以,合,三,次濁,餘,律,,古滑/食聿
21406,噊,臻,入,術,以,合,三,次濁,餘,律,,食聿
21407,,臻,入,術,以,合,三,次濁,餘,律,,
21408,,臻,入,術,以,合,三,次濁,餘,律,,
21409,,臻,入,術,以,合,三,次濁,餘,律,,
21410,,臻,入,術,以,合,三,次濁,餘,律,,
21411,卒,臻,入,術,精,合,三,全清,子,聿,,則骨/倉沒
21412,,臻,入,術,精,合,三,全清,子,聿,,倉沒
21413,,臻,入,術,精,合,三,全清,子,聿,,
21414,,臻,入,術,精,合,三,全清,子,聿,,
21415,啐,臻,入,術,精,合,三,全清,子,聿,,倉夬/蘇內/七內
21416,卹,臻,入,術,心,合,三,全清,辛,聿,,
21417,恤,臻,入,術,心,合,三,全清,辛,聿,,
21418,戌,臻,入,術,心,合,三,全清,辛,聿,,
21419,訹,臻,入,術,心,合,三,全清,辛,聿,,
21420,,臻,入,術,心,合,三,全清,辛,聿,,
21421,,臻,入,術,心,合,三,全清,辛,聿,盍,
